Nome do alimento,Fonte,Kcal,Proteina,Hidratos,Gordura
sapateira crua,INSA,"104,00 Kcal","19,50 g","0,00 g","2,90 g"
"wasabi, raiz crua",INSA,"100,00 Kcal","4,80 g","15,80 g","0,60 g"
"leite fermentado (bifidus) gordo, natural",INSA,"67,00 Kcal","4,00 g","4,50 g","3,60 g"
melaço,INSA,"269,00 Kcal","0,60 g","66,60 g","0,10 g"
mel de cana,INSA,"311,00 Kcal","0,30 g","77,40 g","0,00 g"
farinha de cevada,INSA,"330,00 Kcal","8,80 g","64,40 g","2,50 g"
farinha de aveia,INSA,"363,00 Kcal","14,50 g","57,00 g","7,30 g"
flocos de centeio,INSA,"352,00 Kcal","12,00 g","69,00 g","2,00 g"
flocos de cevada,INSA,"324,00 Kcal","8,30 g","64,40 g","2,00 g"
sêmola de milho,INSA,"350,00 Kcal","8,80 g","73,80 g","1,10 g"
farelo de trigo,INSA,"293,00 Kcal","16,20 g","24,90 g","5,30 g"
gérmen de trigo,INSA,"391,00 Kcal","28,10 g","41,80 g","9,60 g"
farinha de espelta,INSA,"339,00 Kcal","14,00 g","61,80 g","2,30 g"
sultanas,INSA,"304,00 Kcal","2,70 g","69,40 g","0,40 g"
morango desidratado,INSA,"322,00 Kcal","5,80 g","50,90 g","3,80 g"
tomate concentrado,INSA,"82,00 Kcal","3,70 g","14,30 g","0,30 g"
picles de pepino,INSA,"74,00 Kcal","0,50 g","16,50 g","0,50 g"
chucrute,INSA,"15,00 Kcal","1,30 g","1,10 g","0,30 g"
milho doce em conserva,INSA,"106,00 Kcal","2,80 g","18,40 g","1,70 g"
caseína,INSA,"358,00 Kcal","86,20 g","0,00 g","1,50 g"
queijo fresco de ovelha,INSA,"204,00 Kcal","11,30 g","3,90 g","15,60 g"
queijo brie,INSA,"321,00 Kcal","18,80 g","0,00 g","27,30 g"
queijo raclette,INSA,"354,00 Kcal","25,50 g","0,40 g","27,80 g"
amora,INSA,"43,00 Kcal","1,40 g","4,50 g","0,90 g"
mirtilo,INSA,"43,00 Kcal","0,50 g","6,40 g","0,60 g"
lichia fresca,INSA,"70,00 Kcal","0,90 g","14,80 g","0,40 g"
óleo de coco,INSA,"900,00 Kcal","0,00 g","0,00 g","100,00 g"
castanha do brasil,INSA,"690,00 Kcal","9,60 g","2,60 g","66,70 g"
chocolate negro (aproximadamente 50% cacau),INSA,"530,00 Kcal","5,20 g","52,60 g","31,70 g"
"goiaba crua, polpa",INSA,"41,00 Kcal","0,80 g","5,00 g","0,50 g"
lima,INSA,"31,00 Kcal","0,70 g","1,70 g","0,20 g"
tâmara fresca,INSA,"147,00 Kcal","1,20 g","33,20 g","0,10 g"
"vieira, crua",INSA,"83,00 Kcal","18,50 g","0,00 g","1,00 g"
groselha,INSA,"52,00 Kcal","1,10 g","5,00 g","0,50 g"
búzio cru,INSA,"82,00 Kcal","17,80 g","2,30 g","0,20 g"
lampreia crua,INSA,"314,00 Kcal","16,70 g","0,10 g","27,40 g"
"iogurte meio gordo, aromatizado, açucarado",INSA,"79,00 Kcal","4,30 g","11,30 g","1,80 g"
papaia desidratada,INSA,"361,00 Kcal","4,80 g","73,30 g","0,80 g"
ananás desidratado,INSA,"363,00 Kcal","3,80 g","72,80 g","1,50 g"
anona desidratada,INSA,"351,00 Kcal","7,20 g","71,60 g","1,70 g"
framboesa desidratada,INSA,"293,00 Kcal","5,40 g","30,90 g","3,60 g"
manga desidratada,INSA,"340,00 Kcal","2,90 g","67,40 g","1,70 g"
"quivi, ""kiwi"" desidratado",INSA,"333,00 Kcal","6,10 g","60,60 g","2,80 g"
pera desidratada,INSA,"300,00 Kcal","1,90 g","59,90 g","2,60 g"
dióspiro desidratado,INSA,"353,00 Kcal","3,30 g","80,80 g","0,00 g"
cereja desidratada,INSA,"366,00 Kcal","4,40 g","72,60 g","3,80 g"
maçã desidratada,INSA,"354,00 Kcal","1,10 g","74,50 g","2,90 g"
mirtilo desidratado,INSA,"317,00 Kcal","3,70 g","46,80 g","4,40 g"
flor de sal,INSA,"0,00 Kcal","0,00 g","0,00 g","0,00 g"
caracol cru,INSA,"85,00 Kcal","16,10 g","2,00 g","1,40 g"
"iogurte sem lactose líquido, meio gordo, aromatizado, com polpa de fruta, açucarado",INSA,"73,00 Kcal","2,60 g","12,50 g","1,30 g"
"iogurte sem lactose líquido, meio gordo, natural, açucarado",INSA,"70,00 Kcal","2,70 g","11,70 g","1,40 g"
"iogurte sem lactose líquido, meio gordo, aromatizado, açucarado",INSA,"71,00 Kcal","2,80 g","11,80 g","1,40 g"
"iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, açucarado",INSA,"78,00 Kcal","3,10 g","16,00 g","0,20 g"
"iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, com edulcorantes",INSA,"34,00 Kcal","3,30 g","5,00 g","0,10 g"
"iogurte sem lactose meio gordo, natural, açucarado",INSA,"78,00 Kcal","3,50 g","12,20 g","1,50 g"
"iogurte sem lactose meio gordo, aromatizado, açucarado",INSA,"76,00 Kcal","3,50 g","12,00 g","1,50 g"
"iogurte sem lactose meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado",INSA,"83,00 Kcal","3,70 g","13,60 g","1,30 g"
"iogurte sem lactose meio gordo, aromatizado, com frutos secos e cereais, açucarado",INSA,"98,00 Kcal","3,70 g","16,10 g","1,60 g"
"iogurte sem lactose meio gordo, natural",INSA,"48,00 Kcal","3,80 g","4,50 g","1,50 g"
"iogurte sem lactose magro, natural",INSA,"41,00 Kcal","4,90 g","5,00 g","0,20 g"
"iogurte sem lactose magro, aromatizado, com pedaços e/ou polpa de fruta, com edulcorantes",INSA,"42,00 Kcal","4,80 g","4,80 g","0,10 g"
"iogurte sem lactose enriquecido em proteína, magro, aromatizado, com pedaços e/ou polpa de fruta, açucarado",INSA,"76,00 Kcal","9,00 g","9,70 g","0,00 g"
"leite fermentado (bifidus) sem lactose, gordo, natural",INSA,"70,00 Kcal","4,20 g","4,80 g","3,70 g"
"leite fermentado (bifidus) sem lactose, magro, aromatizado, com pedaços e/ou polpa de fruta e/ou hortícolas, açucarado, com edulcorantes",INSA,"57,00 Kcal","4,90 g","8,20 g","0,40 g"
"leite fermentado (bifidus) sem lactose enriquecido com fibra, magro, aromatizado, com pedaços e/ou polpa de fruta, com sementes e/ou cereais, com frutos secos e/ou de casca rija, com edulcorantes",INSA,"57,00 Kcal","4,20 g","6,60 g","0,80 g"
"leite fermentado (bifidus) sem lactose líquido, meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado",INSA,"71,00 Kcal","2,70 g","11,00 g","1,70 g"
"leite fermentado (bifidus) sem lactose magro, natural, com edulcorantes",INSA,"51,00 Kcal","5,30 g","6,20 g","0,40 g"
besugo cru,INSA,"102,00 Kcal","19,50 g","0,00 g","2,70 g"
gamba crua,INSA,"88,00 Kcal","21,50 g","0,00 g","0,20 g"
"múcua (fruto do embondeiro, baobab)",INSA,"212,00 Kcal","2,80 g","16,30 g","0,10 g"
tripa de vaca crua,INSA,"160,00 Kcal","16,30 g","0,10 g","10,50 g"
cachaço de vaca cru,INSA,"137,00 Kcal","21,30 g","0,30 g","5,60 g"
chambão de vitela cru,INSA,"195,00 Kcal","20,30 g","0,20 g","12,60 g"
bife de vitela cru,INSA,"149,00 Kcal","19,90 g","0,20 g","7,60 g"
pá de vitela crua,INSA,"138,00 Kcal","23,30 g","0,30 g","4,90 g"
molho de soja,INSA,"89,00 Kcal","4,70 g","17,30 g","0,00 g"
tahini,INSA,"661,00 Kcal","18,50 g","11,60 g","58,90 g"
óleo de linhaça,INSA,"900,00 Kcal","0,00 g","0,00 g","100,00 g"
chispe de porco,INSA,"369,00 Kcal","16,10 g","0,20 g","33,80 g"
jarrete de porco,INSA,"140,00 Kcal","21,40 g","0,10 g","6,00 g"
toucinho de porco entremeado magro,INSA,"333,00 Kcal","17,40 g","0,50 g","29,10 g"
salmonete cru,INSA,"136,00 Kcal","21,70 g","0,10 g","5,50 g"
cachucho cru,INSA,"80,00 Kcal","18,30 g","0,00 g","0,70 g"
faneca crua,INSA,"82,00 Kcal","19,00 g","0,10 g","0,60 g"
lagosta crua,INSA,"79,00 Kcal","18,20 g","0,10 g","0,70 g"
ovas de pescada cruas,INSA,"83,00 Kcal","14,30 g","0,00 g","2,90 g"
percebes crus,INSA,"59,00 Kcal","13,60 g","0,00 g","0,50 g"
lapas cruas,INSA,"66,00 Kcal","14,30 g","0,60 g","0,70 g"
preparado fermentado à base de soja (vegurte),INSA,"59,00 Kcal","3,00 g","5,90 g","2,40 g"
trigo sarraceno (grão) cru,INSA,"337,00 Kcal","12,40 g","61,30 g","2,50 g"
sobremesa à base de soja,INSA,"95,00 Kcal","3,50 g","15,80 g","1,80 g"
seitan,INSA,"139,00 Kcal","25,00 g","5,40 g","1,70 g"
proteína texturizada de soja,INSA,"327,00 Kcal","53,00 g","17,20 g","1,40 g"
bulgur,INSA,"344,00 Kcal","12,10 g","65,60 g","1,90 g"
salsicha de soja,INSA,"252,00 Kcal","13,50 g","0,60 g","20,90 g"
iogurte grego natural,INSA,"85,00 Kcal","1,40 g","4,80 g","6,60 g"
iogurte grego com fruta açucarado,INSA,"113,00 Kcal","2,70 g","13,70 g","5,00 g"
queijo fresco de cabra,INSA,"182,00 Kcal","12,00 g","2,10 g","13,80 g"
queijo fresco magro,INSA,"96,00 Kcal","13,00 g","6,90 g","1,80 g"
queijo fresco meio gordo,INSA,"156,00 Kcal","9,20 g","2,70 g","11,90 g"
bagas goji secas,INSA,"303,00 Kcal","11,20 g","51,80 g","2,80 g"
creme culinário,INSA,"531,00 Kcal","0,00 g","0,00 g","59,00 g"
iogurte grego magro natural,INSA,"56,00 Kcal","5,30 g","3,90 g","2,00 g"
whopper ®,BK,"617,00 Kcal","27,00 g","50,00 g","33,00 g"
double whopper®,BK,"825,00 Kcal","45,00 g","49,00 g","49,00 g"
triple whopper®,BK,"1037,00 Kcal","64,00 g","50,00 g","64,00 g"
double cheese bacon xxl,BK,"904,00 Kcal","58,00 g","50,00 g","51,00 g"
steakhouse,BK,"750,00 Kcal","34,00 g","58,00 g","42,00 g"
big king®,BK,"458,00 Kcal","22,00 g","32,20 g","26,00 g"
big king® bacon,BK,"489,00 Kcal","24,90 g","32,10 g","28,00 g"
big king® chicken,BK,"640,00 Kcal","19,85 g","57,10 g","36,00 g"
big king® bacon chicken,BK,"670,00 Kcal","22,45 g","57,40 g","38,00 g"
big king®xxl,BK,"949,00 Kcal","53,00 g","52,00 g","57,00 g"
whopper jr.®,BK,"316,00 Kcal","13,00 g","29,00 g","16,00 g"
hamburger,BK,"248,00 Kcal","12,00 g","28,00 g","8,90 g"
cheeseburger,BK,"285,00 Kcal","15,00 g","28,00 g","12,00 g"
double cheese salad,BK,"419,00 Kcal","25,00 g","29,00 g","22,00 g"
long texas,BK,"637,00 Kcal","34,00 g","54,00 g","31,00 g"
the king ovo (1 carne),BK,"847,00 Kcal","42,00 g","58,00 g","49,00 g"
the king ovo (2 carnes),BK,"1132,00 Kcal","65,00 g","60,00 g","70,00 g"
chicken burger,BK,"393,00 Kcal","11,00 g","39,00 g","21,00 g"
crispy chicken®,BK,"522,00 Kcal","16,00 g","41,00 g","31,00 g"
long chicken®,BK,"588,00 Kcal","22,00 g","46,00 g","35,00 g"
chicken wrap,BK,"548,00 Kcal","18,00 g","47,00 g","31,00 g"
bacon cheeseburger,BK,"331,00 Kcal","18,00 g","29,00 g","15,00 g"
bacon chicken cheeseburger,BK,"476,00 Kcal","17,00 g","40,00 g","27,00 g"
big fish™,BK,"425,10 Kcal","15,70 g","42,50 g","20,50 g"
double cheeseburger,BK,"408,00 Kcal","24,00 g","29,00 g","21,00 g"
double cheeseburger bbq,BK,"408,00 Kcal","24,00 g","30,00 g","22,00 g"
king chicken,BK,"876,00 Kcal","36,50 g","86,60 g","42,00 g"
brutal big bang (1 carne),BK,"1092,00 Kcal","48,10 g","79,60 g","64,00 g"
brutal big bang (2 carnes),BK,"1302,00 Kcal","66,20 g","79,70 g","79,30 g"
brutal big bang crispy (1 carne),BK,"1118,00 Kcal","41,20 g","93,30 g","51,20 g"
brutal big bang crispy (2 carnes),BK,"1354,00 Kcal","52,70 g","107,10 g","53,70 g"
duo bacon cheddar (1 carne),BK,"712,00 Kcal","37,00 g","48,00 g","41,00 g"
duo bacon cheddar (2 carnes),BK,"995,00 Kcal","60,00 g","49,00 g","62,00 g"
duo bacon cheddar crispy,BK,"971,00 Kcal","40,80 g","75,30 g","54,50 g"
angus grill (1 carne),BK,"945,00 Kcal","53,20 g","47,50 g","59,50 g"
angus grill (2 carnes),BK,"1255,00 Kcal","81,80 g","48,50 g","80,40 g"
spiderverse 3 carnes,BK,"682,00 Kcal","35,50 g","37,70 g","42,70 g"
spiderverse crispy,BK,"626,00 Kcal","22,40 g","50,70 g","35,80 g"
spiderverse kids,BK,"231,00 Kcal","13,30 g","23,70 g","8,80 g"
spiderverse kids com queijo,BK,"268,00 Kcal","15,40 g","24,50 g","11,70 g"
spiderverse kids frango,BK,"379,00 Kcal","12,00 g","34,50 g","20,70 g"
da weasel rodeo xxl,BK,"584,00 Kcal","30,60 g","42,20 g","31,10 g"
da weasel double rodeo xxl,BK,"868,00 Kcal","50,90 g","43,90 g","52,20 g"
da weasel triplo rodeo xxl,BK,"1226,00 Kcal","75,40 g","47,20 g","79,10 g"
asas de frango (x3),BK,"238,00 Kcal","24,80 g","1,40 g","15,00 g"
asas de frango (x6),BK,"476,00 Kcal","49,50 g","2,90 g","30,00 g"
king aros de cebolatm,BK,"142,00 Kcal","2,30 g","18,00 g","6,80 g"
king aros de cebolatm,BK,"199,00 Kcal","3,20 g","25,00 g","9,60 g"
king aros de cebolatm,BK,"370,00 Kcal","6,00 g","46,00 g","18,00 g"
nuggets de frango (x3),BK,"134,00 Kcal","7,40 g","10,00 g","6,80 g"
nuggets de frango (x5),BK,"223,00 Kcal","12,40 g","17,10 g","11,40 g"
nuggets de frango (x6),BK,"268,00 Kcal","15,00 g","21,00 g","14,00 g"
nuggets de frango (x9),BK,"402,00 Kcal","22,20 g","30,80 g","20,50 g"
nuggets de frango (x20),BK,"893,00 Kcal","49,40 g","68,40 g","45,60 g"
batatas fritas pequena,BK,"299,00 Kcal","4,10 g","42,00 g","12,00 g"
batatas fritas média,BK,"386,00 Kcal","5,30 g","54,00 g","16,00 g"
batatas fritas grande,BK,"530,00 Kcal","7,20 g","74,00 g","22,00 g"
batatas fritas gigante,BK,"642,00 Kcal","8,70 g","90,00 g","27,00 g"
batatas supreme média,BK,"323,00 Kcal","4,80 g","38,00 g","16,00 g"
batatas supreme grande,BK,"443,00 Kcal","6,50 g","52,00 g","21,00 g"
batatas supreme gigante,BK,"536,00 Kcal","7,90 g","63,00 g","26,00 g"
chili cheese bites (x6),BK,"303,00 Kcal","9,30 g","27,20 g","17,00 g"
chili cheese bites (x4),BK,"202,00 Kcal","6,20 g","18,10 g","11,30 g"
nuggets vegetais (x5),BK,"203,00 Kcal","6,60 g","18,00 g","11,00 g"
nuggets vegetais (x6),BK,"243,00 Kcal","7,90 g","21,50 g","12,90 g"
nuggets vegetais (x9),BK,"365,00 Kcal","11,80 g","32,20 g","19,30 g"
nuggets vegetais (x20),BK,"810,00 Kcal","26,30 g","71,60 g","42,80 g"
nuggets vegetais (x24),BK,"972,00 Kcal","31,50 g","86,00 g","51,40 g"
king fries queijo + bacon + cebola crocante,BK,"562,00 Kcal","12,00 g","61,00 g","29,00 g"
king fries queijo + cebola crocante,BK,"519,00 Kcal","8,70 g","61,00 g","26,00 g"
king fries queijo + bacon,BK,"501,00 Kcal","12,00 g","57,00 g","25,00 g"
king supreme queijo + bacon + cebola crocante,BK,"561,00 Kcal","13,00 g","53,00 g","32,00 g"
king supreme queijo + cebola crocante,BK,"518,00 Kcal","9,20 g","52,00 g","29,00 g"
king supreme queijo + bacon,BK,"500,00 Kcal","12,00 g","49,00 g","27,00 g"
cheese bacon rings (x4),BK,"413,00 Kcal","17,00 g","28,00 g","26,00 g"
cheese bacon rings (x8),BK,"827,00 Kcal","34,00 g","57,00 g","51,00 g"
caldo verde pequeno,BK,"65,00 Kcal","1,50 g","8,40 g","2,60 g"
caldo verde grande,BK,"129,00 Kcal","3,00 g","16,80 g","5,10 g"
crema legumes pequena,BK,"51,00 Kcal","1,40 g","5,00 g","2,60 g"
crema legumes grande,BK,"102,00 Kcal","2,70 g","9,90 g","5,10 g"
burger king sandy™ caramelo,BK,"218,00 Kcal","3,60 g","38,00 g","5,50 g"
burger king sandy™ chocolate,BK,"216,00 Kcal","3,50 g","41,00 g","4,50 g"
burger king sandy™ morango,BK,"208,00 Kcal","3,30 g","39,00 g","4,20 g"
burger king sandy™ chocolate branco,BK,"299,00 Kcal","4,50 g","42,00 g","12,00 g"
brownie com topping de gelado,BK,"423,00 Kcal","6,80 g","50,80 g","20,50 g"
waffle,BK,"395,00 Kcal","5,30 g","54,00 g","17,00 g"
waffle com nutella®,BK,"353,00 Kcal","4,50 g","41,00 g","19,00 g"
oreo® cheesecake,BK,"388,00 Kcal","7,10 g","35,00 g","24,00 g"
oreo® shake,BK,"617,00 Kcal","11,00 g","93,00 g","22,00 g"
choco oreo® shake,BK,"717,00 Kcal","11,00 g","111,00 g","25,00 g"
cone de baunilha,BK,"125,00 Kcal","2,50 g","23,00 g","2,60 g"
cone com nutella®,BK,"207,00 Kcal","3,40 g","32,00 g","7,30 g"
bolo de aniversário,BK,"2800,00 Kcal","26,60 g","294,70 g","166,60 g"
petit gâteau de chocolate,BK,"346,00 Kcal","5,90 g","36,00 g","19,10 g"
king fusion™ toblerone®,BK,"415,00 Kcal","6,10 g","59,80 g","16,20 g"
shake toblerone®,BK,"718,00 Kcal","12,00 g","101,70 g","29,30 g"
king fusion™ doce de ovos,BK,"543,70 Kcal","6,10 g","51,30 g","10,60 g"
mini king fusion™ doce de ovos,BK,"346,70 Kcal","3,60 g","28,30 g","6,00 g"
king fusion™ milka original,BK,"757,00 Kcal","6,30 g","50,60 g","17,60 g"
mini king fusion™ milka original,BK,"437,00 Kcal","4,00 g","32,50 g","11,60 g"
king fusion milka oreo,BK,"640,00 Kcal","7,10 g","61,70 g","19,60 g"
mini king fusion™ milka®® oreo,BK,"411,00 Kcal","4,90 g","43,20 g","13,60 g"
king fusion™ milka® caramelo,BK,"546,00 Kcal","5,90 g","52,70 g","13,80 g"
mini king fusion™ milka® caramelo,BK,"332,00 Kcal","3,70 g","33,50 g","9,70 g"
base de baunilha,BK,"182,00 Kcal","4,00 g","31,00 g","5,00 g"
topping de caramelo,BK,"60,00 Kcal","0,00 g","14,00 g","0,00 g"
topping de chocolate,BK,"62,00 Kcal","0,00 g","12,00 g","1,00 g"
topping de morango,BK,"52,00 Kcal","0,00 g","13,00 g","0,00 g"
topping de chocolate branco,BK,"117,00 Kcal","1,00 g","12,00 g","8,00 g"
nutella®,BK,"97,00 Kcal","1,00 g","10,00 g","6,00 g"
snickers®,BK,"77,00 Kcal","1,00 g","11,00 g","3,00 g"
oreo®,BK,"66,00 Kcal","1,00 g","10,00 g","2,00 g"
kitkat®,BK,"75,00 Kcal","1,00 g","9,00 g","4,00 g"
brownie,BK,"71,00 Kcal","1,00 g","8,00 g","4,00 g"
cookie dough,BK,"65,00 Kcal","1,00 g","10,00 g","2,00 g"
digestive crumble,BK,"60,00 Kcal","1,00 g","10,00 g","2,00 g"
manteiga de amendoim,BK,"116,00 Kcal","4,00 g","3,00 g","10,00 g"
carne whopper®,BK,"210,00 Kcal","18,10 g","0,10 g","15,30 g"
carne burger,BK,"91,00 Kcal","7,80 g",0.5,"45449,00 g"
carne whopper® vegetal,BK,"208,00 Kcal","13,60 g","0,40 g","15,50 g"
queijo,BK,"82,00 Kcal","4,30 g","1,90 g","6,40 g"
pepino,BK,"1,00 Kcal","0,10 g","0,20 g","0,00 g"
cebola crispy,BK,"85,00 Kcal","0,80 g","6,20 g","6,40 g"
cebola,BK,"6,00 Kcal","0,20 g","1,00 g","0,10 g"
bacon,BK,"52,00 Kcal","4,90 g","0,50 g","3,40 g"
tomate,BK,"6,00 Kcal","0,20 g","1,30 g","0,10 g"
alface,BK,"3,00 Kcal","0,20 g","0,60 g","0,00 g"
maionese,BK,"125,00 Kcal","0,10 g","0,40 g","13,70 g"
barbecue,BK,"44,00 Kcal","0,30 g","10,10 g","0,30 g"
dip mostarda e mel,BK,"80,00 Kcal","0,50 g","3,80 g","6,80 g"
dip queijo,BK,"73,00 Kcal","3,40 g","2,40 g","5,50 g"
dip maionese,BK,"160,00 Kcal","0,30 g","0,90 g","17,30 g"
dip barbecue,BK,"35,00 Kcal","0,20 g","8,00 g","0,10 g"
dip sour cream,BK,"102,00 Kcal","0,30 g","1,90 g","10,50 g"
ketchup,BK,"10,00 Kcal","0,10 g","2,40 g","0,00 g"
mostarda,BK,"4,00 Kcal","0,20 g","0,10 g","0,20 g"
vinagre,BK,"2,00 Kcal","0,02 g","0,00 g","0,00 g"
azeite de oliva,BK,"135,00 Kcal",,,"15,00 g"
molho iogurte,BK,"136,00 Kcal","0,40 g","4,50 g","13,00 g"
molho césar,BK,"231,00 Kcal","0,60 g","5,00 g","23,00 g"
dip maionese com alho ,BK,"102,00 Kcal","0,00 g","3,00 g","10,00 g"
hamburger,MC,"258,00 Kcal","13,00 g","29,00 g","9,00 g"
cheeseburger,MC,"306,00 Kcal","16,00 g","30,00 g","13,00 g"
double cheeseburger,MC,"457,00 Kcal","27,00 g","31,00 g","24,00 g"
big mac®,MC,"544,00 Kcal","27,00 g","42,00 g","29,00 g"
double big mac,MC,"750,00 Kcal","44,00 g","43,00 g","44,00 g"
chicken mcnuggets® (4),MC,"175,00 Kcal","11,00 g","14,00 g","8,00 g"
chicken mcnuggets® (6),MC,"262,00 Kcal","16,00 g","21,00 g","12,00 g"
chicken mcnuggets® (10),MC,"437,00 Kcal","27,00 g","34,00 g","21,00 g"
chicken mcnuggets® (20),MC,"873,00 Kcal","55,00 g","68,00 g","42,00 g"
molho agridoce,MC,"51,00 Kcal","0,00 g","12,00 g","0,00 g"
molho barbecue,MC,"48,00 Kcal","0,00 g","11,00 g","0,00 g"
molho maionese com alho,MC,"79,00 Kcal","0,00 g","2,00 g","8,00 g"
molho maionese picante,MC,"78,00 Kcal","0,00 g","2,00 g","8,00 g"
chicken bacon,MC,"417,00 Kcal","20,00 g","37,00 g","21,00 g"
mcchicken®,MC,"419,00 Kcal","19,00 g","41,00 g","19,00 g"
cbo®,MC,"688,00 Kcal","29,00 g","59,00 g","37,00 g"
mcroyal® bacon,MC,"606,00 Kcal","34,00 g","34,00 g","37,00 g"
mcroyal® cheese,MC,"547,00 Kcal","33,00 g","38,00 g","29,00 g"
mcroyal® deluxe,MC,"558,00 Kcal","30,00 g","34,00 g","33,00 g"
double mcroyal® bacon,MC,"907,00 Kcal","58,00 g","35,00 g","59,00 g"
double mcroyal® cheese,MC,"798,00 Kcal","54,00 g","38,00 g","47,00 g"
double mcroyal® deluxe,MC,"859,00 Kcal","54,00 g","35,00 g","55,00 g"
big tasty® single,MC,"642,00 Kcal","36,00 g","43,00 g","36,00 g"
big tasty® double,MC,"978,00 Kcal","60,00 g","45,00 g","62,00 g"
snack wrap™ chicken cheese,MC,"358,00 Kcal","14,00 g","33,00 g","18,00 g"
snack wrap™ mayo,MC,"314,00 Kcal","11,00 g","32,00 g","15,00 g"
chicken delights,MC,"216,00 Kcal","14,00 g","19,00 g","9,00 g"
maestro ovo benedict,MC,"730,00 Kcal","40,00 g","50,00 g","41,00 g"
mccrispy original,MC,"628,00 Kcal","27,00 g","75,00 g","24,00 g"
mccrispy creamy bbq,MC,"662,00 Kcal","29,00 g","77,00 g","26,00 g"
filet-o-fish®,MC,"327,00 Kcal","15,00 g","36,00 g","14,00 g"
douradinhos (3),MC,"173,00 Kcal","12,00 g","15,00 g","7,00 g"
batatas fritas (embalagem pequena),MC,"229,00 Kcal","3,00 g","29,00 g","11,00 g"
batatas fritas (embalagem média),MC,"327,00 Kcal","4,00 g","41,00 g","15,00 g"
batatas fritas (embalagem grande),MC,"430,00 Kcal","5,00 g","54,00 g","21,00 g"
mostarda saqueta,MC,"4,00 Kcal","0,00 g","1,00 g","0,00 g"
molho para batatas,MC,"46,00 Kcal","0,00 g","5,00 g","3,00 g"
ketchup para batatas,MC,"12,00 Kcal","0,00 g","3,00 g","0,00 g"
hamburger,MC,"288,00 Kcal","11,00 g","37,00 g","9,00 g"
cheeseburger,MC,"337,00 Kcal","14,00 g","38,00 g","13,00 g"
double cheeseburger,MC,"488,00 Kcal","25,00 g","39,00 g","25,00 g"
big mac®,MC,"483,00 Kcal","23,00 g","38,00 g","26,00 g"
mcroyal® deluxe,MC,"549,00 Kcal","27,00 g","36,00 g","32,00 g"
mcroyal® cheese,MC,"542,00 Kcal","30,00 g","40,00 g","28,00 g"
abacaxi,MC,"33,00 Kcal","0,00 g","6,00 g","0,00 g"
maçã fatiada,MC,"45,00 Kcal","0,00 g","10,00 g","0,00 g"
polpa de fruta,MC,"48,00 Kcal","0,00 g","10,00 g","2,00 g"
tarte de maçã,MC,"228,00 Kcal","1,00 g","28,00 g","12,00 g"
mini mcflurry® m&m's,MC,"171,00 Kcal","4,00 g","25,00 g","6,00 g"
mcflurry® m&m's,MC,"342,00 Kcal","8,00 g","49,00 g","12,00 g"
mini mcflurry® oreo,MC,"134,00 Kcal","3,00 g","21,00 g","4,00 g"
mcflurry® oreo,MC,"269,00 Kcal","6,00 g","43,00 g","8,00 g"
mini mcflurry® kitkat,MC,"154,00 Kcal","3,00 g","23,00 g","5,00 g"
mcflurry® kitkat,MC,"307,00 Kcal","6,00 g","46,00 g","11,00 g"
mini mcflurry® snickers,MC,"208,00 Kcal","5,00 g","30,00 g","8,00 g"
mcflurry® snickers,MC,"395,00 Kcal","9,00 g","57,00 g","15,00 g"
mini mcflurry® twix,MC,"181,00 Kcal","3,00 g","29,00 g","6,00 g"
mcflurry® twix,MC,"354,00 Kcal","7,00 g","56,00 g","11,00 g"
mini mcflurry® caja roja,MC,"209,00 Kcal","3,00 g","27,00 g","9,00 g"
mcflurry® caja roja,MC,"411,00 Kcal","7,00 g","53,00 g","19,00 g"
sundae caramelo,MC,"287,00 Kcal","5,00 g","54,00 g","6,00 g"
sundae chocolate,MC,"277,00 Kcal","5,00 g","45,00 g","8,00 g"
sundae morango,MC,"229,00 Kcal","4,00 g","44,00 g","4,00 g"
sundae natura,MC,"155,00 Kcal","4,00 g","25,00 g","4,00 g"
